temp,count_original,count_0,count_1,
94,13.00000,0.00000,nan,
94,13.00000,0.00000,nan,
94,13.00000,0.00000,nan,
94,14.00000,0.00000,nan,
94,14.00000,0.00000,nan,
94,14.00000,0.00000,nan,
94,14.00000,0.00000,nan,
95,14.00000,0.00000,nan,
94,15.00000,0.00000,nan,
95,15.00000,0.00000,nan,
96,15.00000,0.00000,nan,
96,15.00000,0.00000,nan,
96,15.00000,0.00000,nan,
96,15.00000,0.00000,nan,
95,15.00000,0.00000,nan,
95,15.00000,0.00000,nan,
95,15.00000,0.00000,nan,
95,16.00000,0.00000,nan,
95,16.00000,0.00000,nan,
95,16.00000,0.00000,nan,
95,16.00000,0.00000,nan,
96,16.00000,0.00000,nan,
96,16.00000,0.00000,nan,
96,16.00000,0.00000,nan,
96,17.00000,0.00000,nan,
96,17.00000,0.00000,nan,
97,17.00000,0.00000,nan,
96,17.00000,0.00000,nan,
96,18.00000,0.00000,nan,
96,17.00000,0.00000,nan,
96,18.00000,0.00000,nan,
96,18.00000,0.00000,nan,
97,17.00000,0.00000,nan,
97,18.00000,0.00000,nan,
97,18.00000,0.00000,nan,
97,18.00000,0.00000,nan,
97,18.00000,0.00000,nan,
97,18.00000,0.00000,nan,
97,19.00000,0.00000,nan,
97,18.00000,0.00000,nan,
97,19.00000,0.00000,nan,
97,19.00000,0.00000,nan,
97,19.00000,0.00000,nan,
97,19.00000,0.00000,nan,
97,20.00000,0.00000,nan,
97,20.00000,0.00000,nan,
98,20.00000,0.00000,nan,
98,20.00000,0.00000,nan,
98,20.00000,0.00000,nan,
99,20.00000,0.00000,nan,
99,20.00000,0.00000,nan,
99,20.00000,0.00000,nan,
99,21.00000,0.00000,nan,
99,20.00000,0.00000,nan,
99,21.00000,0.00000,nan,
99,21.00000,0.00000,nan,
99,21.00000,0.00000,nan,
98,21.00000,0.00000,nan,
98,22.00000,0.00000,nan,
99,21.00000,0.00000,nan,
99,22.00000,0.00000,nan,
99,22.00000,0.00000,nan,
99,22.00000,0.00000,nan,
99,22.00000,0.00000,nan,
100,22.00000,0.00000,nan,
100,22.00000,0.00000,nan,
99,23.00000,0.00000,nan,
99,23.00000,0.00000,nan,
99,23.00000,0.00000,nan,
99,23.00000,0.00000,nan,
99,23.00000,0.00000,nan,
99,23.00000,0.00000,nan,
99,23.00000,0.00000,nan,
99,24.00000,0.00000,nan,
99,23.00000,0.00000,nan,
100,23.00000,0.00000,nan,
100,24.00000,0.00000,nan,
100,24.00000,0.00000,nan,
100,24.00000,0.00000,nan,
99,25.00000,0.00000,nan,
100,24.00000,0.00000,nan,
100,24.00000,0.00000,nan,
100,24.00000,0.00000,nan,
100,25.00000,0.00000,nan,
101,25.00000,0.00000,nan,
101,25.00000,0.00000,nan,
101,25.00000,0.00000,nan,
101,26.00000,0.00000,nan,
101,25.00000,0.00000,nan,
101,25.00000,0.00000,nan,
101,26.00000,0.00000,nan,
101,26.00000,0.00000,nan,
101,26.00000,0.00000,nan,
101,26.00000,0.00000,nan,
102,27.00000,0.00000,nan,
102,27.00000,0.00000,nan,
102,27.00000,0.00000,nan,
102,27.00000,0.00000,nan,
102,27.00000,0.00000,nan,
102,27.00000,0.00000,nan,
103,28.00000,0.00000,nan,
103,28.00000,0.00000,nan,
103,28.00000,0.00000,nan,
103,28.00000,0.00000,nan,
103,29.00000,0.00000,nan,
103,29.00000,0.00000,nan,
103,28.00000,0.00000,nan,
103,29.00000,0.00000,nan,
103,29.00000,0.00000,nan,
103,30.00000,0.00000,nan,
103,30.00000,0.00000,nan,
103,30.00000,0.00000,nan,
103,30.00000,0.00000,nan,
103,30.00000,0.00000,nan,
103,30.00000,0.00000,nan,
103,31.00000,0.00000,nan,
103,30.00000,0.00000,nan,
103,31.00000,0.00000,nan,
103,31.00000,0.00000,nan,
103,31.00000,0.00000,nan,
103,31.00000,0.00000,nan,
103,31.00000,0.00000,nan,
103,31.00000,0.00000,nan,
103,31.00000,0.00000,nan,
104,31.00000,0.00000,nan,
104,31.00000,0.00000,nan,
104,31.00000,0.00000,nan,
104,31.00000,0.00000,nan,
104,31.00000,0.00000,nan,
104,32.00000,0.00000,nan,
104,32.00000,0.00000,nan,
104,32.00000,0.00000,nan,
104,33.00000,0.00000,nan,
104,33.00000,0.00000,nan,
105,33.00000,0.00000,nan,
105,33.00000,0.00000,nan,
105,33.00000,0.00000,nan,
105,33.00000,0.00000,nan,
105,33.00000,0.00000,nan,
105,33.00000,0.00000,nan,
105,34.00000,0.00000,nan,
105,34.00000,0.00000,nan,
105,34.00000,0.00000,nan,
105,34.00000,0.00000,nan,
106,34.00000,0.00000,nan,
105,34.00000,0.00000,nan,
106,34.00000,0.00000,nan,
106,34.00000,0.00000,nan,
106,34.00000,0.00000,nan,
106,35.00000,0.00000,nan,
106,34.00000,0.00000,nan,
107,35.00000,0.00000,nan,
106,35.00000,0.00000,nan,
106,35.00000,0.00000,nan,
106,35.00000,0.00000,nan,
106,35.00000,0.00000,nan,
107,35.00000,0.00000,nan,
106,35.00000,0.00000,nan,
106,36.00000,0.00000,nan,
107,36.00000,0.00000,nan,
107,36.00000,0.00000,nan,
107,36.00000,0.00000,nan,
107,37.00000,0.00000,nan,
107,36.00000,0.00000,nan,
107,37.00000,0.00000,nan,
107,36.00000,0.00000,nan,
107,37.00000,0.00000,nan,
107,36.00000,0.00000,nan,
107,36.00000,0.00000,nan,
107,37.00000,0.00000,nan,
106,37.00000,0.00000,nan,
107,37.00000,0.00000,nan,
107,37.00000,0.00000,nan,
107,38.00000,0.00000,nan,
108,37.00000,0.00000,nan,
108,38.00000,0.00000,nan,
108,38.00000,0.00000,nan,
108,38.00000,0.00000,nan,
108,38.00000,0.00000,nan,
108,38.00000,0.00000,nan,
108,38.00000,0.00000,nan,
108,38.00000,0.00000,nan,
108,38.00000,0.00000,nan,
108,38.00000,0.00000,nan,
108,38.00000,0.00000,nan,
109,38.00000,0.00000,nan,
109,38.00000,0.00000,nan,
109,38.00000,0.00000,nan,
109,38.00000,0.00000,nan,
109,38.00000,0.00000,nan,
109,38.00000,0.00000,nan,
109,39.00000,0.00000,nan,
109,39.00000,0.00000,nan,
109,39.00000,0.00000,nan,
109,39.00000,0.00000,nan,
109,39.00000,0.00000,nan,
109,39.00000,0.00000,nan,
110,39.00000,0.00000,nan,
110,39.00000,0.00000,nan,
110,39.00000,0.00000,nan,
111,39.00000,0.00000,nan,
110,40.00000,0.00000,nan,
110,39.00000,0.00000,nan,
110,39.00000,0.00000,nan,
111,39.00000,0.00000,nan,
111,39.00000,0.00000,nan,
110,39.00000,0.00000,nan,
110,39.00000,0.00000,nan,
110,39.00000,0.00000,nan,
111,39.00000,0.00000,nan,
111,40.00000,0.00000,nan,
111,40.00000,0.00000,nan,
111,40.00000,0.00000,nan,
112,40.00000,0.00000,nan,
112,40.00000,0.00000,nan,
111,40.00000,0.00000,nan,
111,40.00000,0.00000,nan,
111,40.00000,0.00000,nan,
111,40.00000,0.00000,nan,
111,40.00000,0.00000,nan,
111,40.00000,0.00000,nan,
112,40.00000,0.00000,nan,
112,40.00000,0.00000,nan,
112,39.00000,0.00000,nan,
112,39.00000,0.00000,nan,
112,40.00000,0.00000,nan,
112,39.00000,0.00000,nan,
112,39.00000,0.00000,nan,
112,39.00000,0.00000,nan,
112,39.00000,0.00000,nan,
112,39.00000,0.00000,nan,
112,39.00000,0.00000,nan,
113,39.00000,0.00000,nan,
113,39.00000,0.00000,nan,
113,39.00000,0.00000,nan,
113,39.00000,0.00000,nan,
113,39.00000,0.00000,nan,
113,39.00000,0.00000,nan,
114,39.00000,0.00000,nan,
114,38.00000,0.00000,nan,
114,38.00000,0.00000,nan,
113,38.00000,0.00000,nan,
113,38.00000,0.00000,nan,
113,38.00000,0.00000,nan,
113,38.00000,0.00000,nan,
113,38.00000,0.00000,nan,
113,38.00000,0.00000,nan,
114,38.00000,0.00000,nan,
114,38.00000,0.00000,nan,
114,38.00000,0.00000,nan,
114,38.00000,0.00000,nan,
115,37.00000,0.00000,nan,
114,38.00000,0.00000,nan,
114,38.00000,0.00000,nan,
114,38.00000,0.00000,nan,
114,37.00000,0.00000,nan,
114,38.00000,0.00000,nan,
114,37.00000,0.00000,nan,
114,37.00000,0.00000,nan,
114,37.00000,0.00000,nan,
115,36.00000,0.00000,nan,
114,36.00000,0.00000,nan,
115,36.00000,0.00000,nan,
115,36.00000,0.00000,nan,
115,35.00000,0.00000,nan,
115,36.00000,0.00000,nan,
116,36.00000,0.00000,nan,
116,36.00000,0.00000,nan,
116,36.00000,0.00000,nan,
116,35.00000,0.00000,nan,
116,35.00000,0.00000,nan,
116,35.00000,0.00000,nan,
116,35.00000,0.00000,nan,
116,35.00000,0.00000,nan,
116,35.00000,0.00000,nan,
117,35.00000,0.00000,nan,
117,35.00000,0.00000,nan,
117,35.00000,0.00000,nan,
117,34.00000,0.00000,nan,
117,34.00000,0.00000,nan,
117,34.00000,0.00000,nan,
117,34.00000,0.00000,nan,
117,34.00000,0.00000,nan,
117,33.00000,0.00000,nan,
117,33.00000,0.00000,nan,
117,33.00000,0.00000,nan,
117,32.00000,0.00000,nan,
117,33.00000,0.00000,nan,
117,33.00000,0.00000,nan,
118,33.00000,0.00000,nan,
117,33.00000,0.00000,nan,
117,33.00000,0.00000,nan,
117,32.00000,0.00000,nan,
117,33.00000,0.00000,nan,
117,32.00000,0.00000,nan,
118,32.00000,0.00000,nan,
118,31.00000,0.00000,nan,
118,31.00000,0.00000,nan,
118,31.00000,0.00000,nan,
119,31.00000,0.00000,nan,
118,30.00000,0.00000,nan,
119,30.00000,0.00000,nan,
118,30.00000,0.00000,nan,
119,30.00000,0.00000,nan,
119,29.00000,0.00000,nan,
119,30.00000,0.00000,nan,
119,29.00000,0.00000,nan,
119,29.00000,0.00000,nan,
118,29.00000,0.00000,nan,
119,28.00000,0.00000,nan,
118,28.00000,0.00000,nan,
119,28.00000,0.00000,nan,
119,28.00000,0.00000,nan,
119,28.00000,0.00000,nan,
119,27.00000,0.00000,nan,
119,28.00000,0.00000,nan,
119,27.00000,0.00000,nan,
119,27.00000,0.00000,nan,
120,27.00000,0.00000,nan,
120,27.00000,0.00000,nan,
120,27.00000,0.00000,nan,
120,27.00000,0.00000,nan,
120,26.00000,0.00000,nan,
120,26.00000,0.00000,nan,
121,26.00000,0.00000,nan,
121,26.00000,0.00000,nan,
121,26.00000,0.00000,nan,
121,25.00000,0.00000,nan,
120,25.00000,0.00000,nan,
120,25.00000,0.00000,nan,
121,25.00000,0.00000,nan,
121,25.00000,0.00000,nan,
121,25.00000,0.00000,nan,
121,25.00000,0.00000,nan,
121,24.00000,0.00000,nan,
121,24.00000,0.00000,nan,
121,24.00000,0.00000,nan,
121,23.00000,0.00000,nan,
122,23.00000,0.00000,nan,
121,23.00000,0.00000,nan,
122,24.00000,0.00000,nan,
122,23.00000,0.00000,nan,
122,23.00000,0.00000,nan,
121,23.00000,0.00000,nan,
122,22.00000,0.00000,nan,
122,22.00000,0.00000,nan,
122,22.00000,0.00000,nan,
122,22.00000,0.00000,nan,
122,22.00000,0.00000,nan,
122,22.00000,0.00000,nan,
122,22.00000,0.00000,nan,
122,21.00000,0.00000,nan,
122,21.00000,0.00000,nan,
122,21.00000,0.00000,nan,
122,21.00000,0.00000,nan,
122,21.00000,0.00000,nan,
122,20.00000,0.00000,nan,
123,21.00000,0.00000,nan,
122,20.00000,0.00000,nan,
123,20.00000,0.00000,nan,
123,20.00000,0.00000,nan,
123,20.00000,0.00000,nan,
123,20.00000,0.00000,nan,
123,20.00000,0.00000,nan,
123,20.00000,0.00000,nan,
123,19.00000,0.00000,nan,
123,20.00000,0.00000,nan,
123,19.00000,0.00000,nan,
123,20.00000,0.00000,nan,
123,19.00000,0.00000,nan,
123,19.00000,0.00000,nan,
123,19.00000,0.00000,nan,
122,19.00000,0.00000,nan,
123,19.00000,0.00000,nan,
123,19.00000,0.00000,nan,
124,19.00000,0.00000,nan,
124,19.00000,0.00000,nan,
125,19.00000,0.00000,nan,
125,19.00000,0.00000,nan,
124,19.00000,0.00000,nan,
124,19.00000,0.00000,nan,
125,18.00000,0.00000,nan,
124,18.00000,0.00000,nan,
124,18.00000,0.00000,nan,
124,18.00000,0.00000,nan,
125,18.00000,0.00000,nan,
125,17.00000,0.00000,nan,
125,18.00000,0.00000,nan,
125,18.00000,0.00000,nan,
125,18.00000,0.00000,nan,
125,18.00000,0.00000,nan,
125,18.00000,0.00000,nan,
125,18.00000,0.00000,nan,
125,18.00000,0.00000,nan,
125,18.00000,0.00000,nan,
126,17.00000,0.00000,nan,
126,17.00000,0.00000,nan,
126,18.00000,0.00000,nan,
126,18.00000,0.00000,nan,
126,17.00000,0.00000,nan,
126,18.00000,0.00000,nan,
126,18.00000,0.00000,nan,
126,18.00000,0.00000,nan,
126,18.00000,0.00000,nan,
126,17.00000,0.00000,nan,
126,18.00000,0.00000,nan,
126,18.00000,0.00000,nan,
126,18.00000,0.00000,nan,
126,18.00000,0.00000,nan,
126,18.00000,0.00000,nan,
126,18.00000,0.00000,nan,
127,18.00000,0.00000,nan,
127,18.00000,0.00000,nan,
127,18.00000,0.00000,nan,
127,18.00000,0.00000,nan,
127,18.00000,0.00000,nan,
127,18.00000,0.00000,nan,
127,18.00000,0.00000,nan,
127,18.00000,0.00000,nan,
127,18.00000,0.00000,nan,
127,18.00000,0.00000,nan,
128,18.00000,0.00000,nan,
128,18.00000,0.00000,nan,
128,18.00000,0.00000,nan,
128,18.00000,0.00000,nan,
128,18.00000,0.00000,nan,
128,18.00000,0.00000,nan,
128,18.00000,0.00000,nan,
129,18.00000,0.00000,nan,
129,18.00000,0.00000,nan,
128,19.00000,0.00000,nan,
128,18.00000,0.00000,nan,
128,19.00000,0.00000,nan,
128,18.00000,0.00000,nan,
128,18.00000,0.00000,nan,
128,19.00000,0.00000,nan,
129,19.00000,0.00000,nan,
129,19.00000,0.00000,nan,
129,19.00000,0.00000,nan,
129,19.00000,0.00000,nan,
129,19.00000,0.00000,nan,
130,19.00000,0.00000,nan,
129,19.00000,0.00000,nan,
129,19.00000,0.00000,nan,
129,19.00000,0.00000,nan,
129,19.00000,0.00000,nan,
129,19.00000,0.00000,nan,
130,19.00000,0.00000,nan,
130,20.00000,0.00000,nan,
130,20.00000,0.00000,nan,
130,20.00000,0.00000,nan,
130,20.00000,0.00000,nan,
130,20.00000,0.00000,nan,
130,20.00000,0.00000,nan,
130,20.00000,0.00000,nan,
130,20.00000,0.00000,nan,
130,20.00000,0.00000,nan,
130,20.00000,0.00000,nan,
130,20.00000,0.00000,nan,
130,20.00000,0.00000,nan,
130,21.00000,0.00000,nan,
131,21.00000,0.00000,nan,
131,20.00000,0.00000,nan,
131,21.00000,0.00000,nan,
131,21.00000,0.00000,nan,
131,21.00000,0.00000,nan,
131,21.00000,0.00000,nan,
131,21.00000,0.00000,nan,
131,21.00000,0.00000,nan,
131,21.00000,0.00000,nan,
131,21.00000,0.00000,nan,
132,21.00000,0.00000,nan,
132,21.00000,0.00000,nan,
132,21.00000,0.00000,nan,
132,22.00000,0.00000,nan,
132,22.00000,0.00000,nan,
131,22.00000,0.00000,nan,
132,22.00000,0.00000,nan,
132,22.00000,0.00000,nan,
132,22.00000,0.00000,nan,
132,22.00000,0.00000,nan,
132,23.00000,0.00000,nan,
132,22.00000,0.00000,nan,
132,22.00000,0.00000,nan,
132,22.00000,0.00000,nan,
132,22.00000,0.00000,nan,
132,22.00000,0.00000,nan,
132,22.00000,0.00000,nan,
133,23.00000,0.00000,nan,
132,23.00000,0.00000,nan,
133,23.00000,0.00000,nan,
133,23.00000,0.00000,nan,
133,23.00000,0.00000,nan,
133,23.00000,0.00000,nan,
133,23.00000,0.00000,nan,
132,23.00000,0.00000,nan,
133,23.00000,0.00000,nan,
133,24.00000,0.00000,nan,
133,24.00000,0.00000,nan,
134,24.00000,0.00000,nan,
134,24.00000,0.00000,nan,
134,24.00000,0.00000,nan,
134,25.00000,0.00000,nan,
134,25.00000,0.00000,nan,
134,25.00000,0.00000,nan,
135,25.00000,0.00000,nan,
134,25.00000,0.00000,nan,
134,25.00000,0.00000,nan,
135,25.00000,0.00000,nan,
135,25.00000,0.00000,nan,
135,25.00000,0.00000,nan,
135,25.00000,0.00000,nan,
135,26.00000,0.00000,nan,
135,26.00000,0.00000,nan,
135,26.00000,0.00000,nan,
135,26.00000,0.00000,nan,
135,26.00000,0.00000,nan,
136,26.00000,0.00000,nan,
135,26.00000,0.00000,nan,
136,27.00000,0.00000,nan,
135,26.00000,0.00000,nan,
136,27.00000,0.00000,nan,
136,26.00000,0.00000,nan,
136,27.00000,0.00000,nan,
137,27.00000,0.00000,nan,
136,27.00000,0.00000,nan,
136,27.00000,0.00000,nan,
136,27.00000,0.00000,nan,
136,27.00000,0.00000,nan,
136,27.00000,0.00000,nan,
136,27.00000,0.00000,nan,
136,28.00000,0.00000,nan,
136,28.00000,0.00000,nan,
136,28.00000,0.00000,nan,
137,28.00000,0.00000,nan,
136,28.00000,0.00000,nan,
137,28.00000,0.00000,nan,
137,28.00000,0.00000,nan,
137,29.00000,0.00000,nan,
137,29.00000,0.00000,nan,
137,29.00000,0.00000,nan,
137,29.00000,0.00000,nan,
137,29.00000,0.00000,nan,
137,29.00000,0.00000,nan,
137,29.00000,0.00000,nan,
137,29.00000,0.00000,nan,
137,30.00000,0.00000,nan,
137,30.00000,0.00000,nan,
138,30.00000,0.00000,nan,
138,30.00000,0.00000,nan,
138,30.00000,0.00000,nan,
138,31.00000,0.00000,nan,
138,30.00000,0.00000,nan,
138,30.00000,0.00000,nan,
138,31.00000,0.00000,nan,
138,31.00000,0.00000,nan,
139,31.00000,0.00000,nan,
139,31.00000,0.00000,nan,
139,31.00000,0.00000,nan,
139,31.00000,0.00000,nan,
139,31.00000,0.00000,nan,
139,31.00000,0.00000,nan,
139,31.00000,0.00000,nan,
139,32.00000,0.00000,nan,
139,32.00000,0.00000,nan,
140,32.00000,0.00000,nan,
139,32.00000,0.00000,nan,
139,32.00000,0.00000,nan,
139,32.00000,0.00000,nan,
139,32.00000,0.00000,nan,
139,32.00000,0.00000,nan,
139,32.00000,0.00000,nan,
140,33.00000,0.00000,nan,
140,33.00000,0.00000,nan,
140,33.00000,0.00000,nan,
140,34.00000,0.00000,nan,
140,34.00000,0.00000,nan,
140,34.00000,0.00000,nan,
140,34.00000,0.00000,nan,
140,34.00000,0.00000,nan,
140,34.00000,0.00000,nan,
140,34.00000,0.00000,nan,
140,34.00000,0.00000,nan,
140,35.00000,0.00000,nan,
140,35.00000,0.00000,nan,
140,35.00000,0.00000,nan,
140,35.00000,0.00000,nan,
141,34.00000,0.00000,nan,
141,34.00000,0.00000,nan,
141,35.00000,0.00000,nan,
141,34.00000,0.00000,nan,
141,34.00000,0.00000,nan,
141,35.00000,0.00000,nan,
141,35.00000,0.00000,nan,
141,35.00000,0.00000,nan,
141,35.00000,0.00000,nan,
141,36.00000,0.00000,nan,
142,36.00000,0.00000,nan,
142,36.00000,0.00000,nan,
142,36.00000,0.00000,nan,
142,36.00000,0.00000,nan,
142,36.00000,0.00000,nan,
142,37.00000,0.00000,nan,
142,36.00000,0.00000,nan,
142,36.00000,0.00000,nan,
142,37.00000,0.00000,nan,
142,36.00000,0.00000,nan,
142,37.00000,0.00000,nan,
142,37.00000,0.00000,nan,
142,37.00000,0.00000,nan,
143,37.00000,0.00000,nan,
143,38.00000,0.00000,nan,
143,38.00000,0.00000,nan,
143,38.00000,0.00000,nan,
143,38.00000,0.00000,nan,
143,38.00000,0.00000,nan,
143,38.00000,0.00000,nan,
144,38.00000,0.00000,nan,
143,38.00000,0.00000,nan,
144,38.00000,0.00000,nan,
144,38.00000,0.00000,nan,
144,38.00000,0.00000,nan,
144,39.00000,0.00000,nan,
144,39.00000,0.00000,nan,
144,39.00000,0.00000,nan,
144,39.00000,0.00000,nan,
144,39.00000,0.00000,nan,
144,38.00000,0.00000,nan,
144,39.00000,0.00000,nan,
144,39.00000,0.00000,nan,
144,39.00000,0.00000,nan,
144,39.00000,0.00000,nan,
144,39.00000,0.00000,nan,
144,39.00000,0.00000,nan,
145,39.00000,0.00000,nan,
145,39.00000,0.00000,nan,
145,40.00000,0.00000,nan,
145,40.00000,0.00000,nan,
145,40.00000,0.00000,nan,
145,40.00000,0.00000,nan,
145,40.00000,0.00000,nan,
145,41.00000,0.00000,nan,
