temp,count_original,count_0,count_1,count_2,count_3,count_4,count_5,
138.31000,4.67804,2.80183,0.50778,0.00000,0.00000,3.30961,4.67804,
138.20000,4.66368,2.80011,0.50148,0.00000,0.00000,3.30159,4.66368,
138.14000,4.62304,2.79917,0.49807,0.00000,0.00000,3.29724,4.62304,
138.76000,4.56318,2.80890,0.53421,0.00000,0.00000,3.34312,4.56318,
139.17000,4.49446,2.81536,0.55926,0.00000,0.00000,3.37462,4.49446,
139.45000,4.43028,2.81977,0.57690,0.00000,0.00000,3.39668,4.43028,
139.97000,4.38500,2.82798,0.61083,0.00000,0.00000,3.43881,4.38500,
140.31000,4.36946,2.83336,0.63384,0.00000,0.00000,3.46720,4.36946,
140.87000,4.38747,2.84224,0.67317,0.00000,0.00000,3.51542,4.38747,
141.25000,4.43477,2.84828,0.70088,0.00000,0.00000,3.54917,4.43477,
141.83000,4.50009,2.85752,0.74477,0.00000,0.00000,3.60229,4.50009,
142.22000,4.56786,2.86375,0.77535,0.00000,0.00000,3.63910,4.56786,
142.48000,4.62286,2.86790,0.79621,0.00000,0.00000,3.66412,4.62286,
142.65000,4.65517,2.87062,0.81006,0.00000,0.00000,3.68068,4.65517,
143.10000,4.66231,2.87783,0.84747,0.00000,0.00000,3.72530,4.66231,
143.40000,4.64750,2.88265,0.87302,0.00000,0.00000,3.75567,4.64750,
143.60000,4.61764,2.88587,0.89031,0.00000,0.00000,3.77617,4.61764,
143.73000,4.58273,2.88796,0.90166,0.00000,0.00000,3.78962,4.58273,
143.82000,4.55514,2.88941,0.90957,0.00000,0.00000,3.79897,4.55514,
144.22000,4.54710,2.89585,0.94521,0.00000,0.00000,3.84106,4.54710,
144.48000,4.56682,2.90005,0.96879,0.00000,0.00000,3.86884,4.56682,
144.65000,4.61523,2.90279,0.98438,0.00000,0.00000,3.88717,4.61523,
145.43000,4.68455,2.91542,1.05751,0.00000,0.00000,3.97293,4.68455,
145.96000,4.75977,2.92403,1.10855,0.00000,0.00000,4.03258,4.75977,
145.97000,4.82363,2.92419,1.10952,0.00000,0.00000,4.03371,4.82363,
145.98000,4.86245,2.92435,1.11049,0.00000,0.00000,4.03485,4.86245,
146.32000,4.86986,2.92989,1.14375,0.00000,0.00000,4.07364,4.86986,
146.88000,4.84745,2.93902,1.19920,0.00000,0.00000,4.13822,4.84745,
147.59000,4.80208,2.95064,1.27036,0.00000,0.00000,4.22101,4.80208,
148.39000,4.74214,2.96378,1.35100,0.00000,0.00000,4.31478,4.74214,
148.59000,4.67550,2.96708,1.37112,0.00000,0.00000,4.33820,4.67550,
148.40000,4.60977,2.96395,1.35201,0.00000,0.00000,4.31595,4.60977,
148.93000,4.55250,2.97268,1.40521,0.00000,0.00000,4.37789,4.55250,
149.29000,4.51028,2.97863,1.44105,0.00000,0.00000,4.41968,4.51028,
149.52000,4.48696,2.98243,1.46377,0.00000,0.00000,4.44620,4.48696,
150.02000,4.48250,2.99072,1.51246,0.00000,0.00000,4.50317,4.48250,
150.34000,4.49273,2.99603,1.54300,0.00000,0.00000,4.53903,4.49273,
150.90000,4.50991,3.00535,1.59497,0.00000,0.00000,4.60032,4.50991,
151.26000,4.52464,3.01135,1.62716,0.00000,0.00000,4.63852,4.52464,
151.18000,4.52863,3.01002,1.62010,0.00000,0.00000,4.63012,4.52863,
151.78000,4.51786,3.02005,1.67162,0.00000,0.00000,4.69167,4.51786,
152.52000,4.49432,3.03246,1.72987,0.00000,0.00000,4.76232,4.49432,
153.35000,4.46531,3.04643,1.78651,0.00000,0.00000,4.83295,4.46531,
153.57000,4.43986,3.05015,1.79973,0.00000,0.00000,4.84988,4.43986,
153.71000,4.42387,3.05252,1.80771,0.00000,0.00000,4.86022,4.42387,
154.14000,4.41750,3.05979,1.83000,0.00000,0.00000,4.88980,4.41750,
154.76000,4.41590,3.07032,1.85577,0.00000,0.00000,4.92609,4.41590,
155.51000,4.41278,3.08309,1.87575,0.00000,0.00000,4.95884,4.41278,
155.00000,4.40505,3.07440,1.86356,0.00000,0.00000,4.93796,4.40505,
155.34000,4.39531,3.08019,1.87237,0.00000,0.00000,4.95256,4.39531,
155.56000,4.38986,3.08395,1.87661,0.00000,0.00000,4.96056,4.38986,
156.04000,4.39351,3.09215,1.88172,0.00000,0.00000,4.97387,4.39351,
156.36000,4.40486,3.09763,1.88183,0.00000,0.00000,4.97946,4.40486,
156.57000,4.41649,3.10124,1.88041,0.00000,0.00000,4.98165,4.41649,
157.05000,4.41932,3.10948,1.87260,0.00000,0.00000,4.98208,4.41932,
157.37000,4.40714,3.11500,1.86376,0.00000,0.00000,4.97875,4.40714,
157.58000,4.37944,3.11862,1.85634,0.00000,0.00000,4.97496,4.37944,
158.38000,4.34146,3.13245,1.81613,0.00000,0.00000,4.94859,4.34146,
158.92000,4.30160,3.14183,1.77815,0.00000,0.00000,4.91998,4.30160,
158.95000,4.26877,3.14235,1.77579,0.00000,0.00000,4.91814,4.26877,
159.30000,4.24918,3.14844,1.74620,0.00000,0.00000,4.89464,4.24918,
159.87000,4.24387,3.15839,1.69031,0.00000,0.00000,4.84869,4.24387,
159.91000,4.24854,3.15909,1.68603,0.00000,0.00000,4.84512,4.24854,
159.94000,4.25509,3.15961,1.68280,0.00000,0.00000,4.84241,4.25509,
160.29000,4.25455,3.16573,1.64320,0.00000,0.00000,4.80893,4.25455,
160.20000,4.24118,3.16416,1.65371,0.00000,0.00000,4.81786,4.24118,
